id,user_id,meal_id,date_ordered,date_received
226,207,885,7/4/2021,8/20/2021
227,5,825,8/18/2021,3/25/2021
228,161,883,5/15/2021,7/14/2021
229,315,461,12/17/2020,8/24/2021
230,431,187,10/22/2020,11/4/2020
231,486,723,3/27/2021,2/8/2021
232,320,958,10/21/2020,4/20/2021
233,27,324,5/22/2021,11/21/2020
234,217,263,4/14/2021,12/17/2020
235,220,694,6/3/2021,2/7/2021
236,147,151,11/19/2020,6/6/2021
237,252,96,7/23/2021,6/4/2021
238,68,693,3/18/2021,9/19/2021
239,40,201,12/30/2020,6/15/2021
240,184,10,6/1/2021,6/17/2021
241,147,210,11/7/2020,6/11/2021
242,426,893,6/4/2021,9/3/2021
243,283,368,7/13/2021,8/18/2021
244,44,343,1/17/2021,5/2/2021
245,408,315,8/8/2021,12/6/2020
246,424,583,8/15/2021,12/12/2020
247,229,993,9/11/2021,8/18/2021
248,211,219,12/21/2020,5/21/2021
249,192,602,1/20/2021,4/29/2021
250,344,999,6/19/2021,7/29/2021
251,425,949,1/16/2021,9/6/2021
252,31,895,2/20/2021,6/3/2021
253,51,996,12/30/2020,5/25/2021
254,471,993,12/23/2020,10/26/2020
255,349,687,2/16/2021,11/30/2020
256,403,11,11/14/2020,4/7/2021
257,140,782,8/20/2021,1/30/2021
258,231,728,6/28/2021,8/19/2021
259,86,441,3/31/2021,2/21/2021
260,33,645,12/9/2020,3/29/2021
261,367,569,11/5/2020,5/11/2021
262,323,388,9/23/2021,2/21/2021
263,104,631,1/5/2021,8/10/2021
264,139,225,4/27/2021,1/25/2021
265,406,846,8/12/2021,4/29/2021
266,259,898,3/2/2021,3/14/2021
267,387,163,4/14/2021,10/28/2020
268,331,654,1/28/2021,1/31/2021
269,5,622,9/10/2021,6/12/2021
270,205,441,8/19/2021,4/25/2021
271,454,345,6/14/2021,6/18/2021
272,32,661,12/16/2020,6/25/2021
273,345,21,6/30/2021,1/9/2021
274,346,571,12/6/2020,10/8/2021
275,77,844,5/16/2021,9/26/2021
276,251,157,4/7/2021,10/7/2021
277,72,248,8/12/2021,2/14/2021
278,486,564,12/14/2020,4/7/2021
279,375,845,6/18/2021,3/14/2021
280,175,195,9/26/2021,9/24/2021
281,199,168,3/21/2021,10/22/2020
282,197,360,3/13/2021,9/18/2021
283,438,76,2/2/2021,1/4/2021
284,197,526,6/13/2021,1/18/2021
285,30,303,3/1/2021,5/18/2021
286,349,378,12/16/2020,9/30/2021
287,456,264,9/5/2021,7/10/2021
288,287,463,7/3/2021,8/11/2021
289,153,463,11/11/2020,1/13/2021
290,272,184,12/10/2020,3/21/2021
291,102,866,8/4/2021,3/23/2021
292,341,598,12/10/2020,12/14/2020
293,102,450,8/19/2021,1/6/2021
294,351,242,8/27/2021,8/7/2021
295,229,621,7/30/2021,2/21/2021
296,183,69,5/26/2021,8/14/2021
297,492,736,11/12/2020,4/14/2021
298,420,279,5/10/2021,6/20/2021
299,69,495,8/8/2021,7/5/2021
300,472,571,6/21/2021,11/6/2020
301,445,45,1/16/2021,9/10/2021
302,249,745,1/2/2021,4/9/2021
303,35,14,1/16/2021,3/9/2021
304,84,711,3/23/2021,3/26/2021
305,290,596,6/3/2021,2/20/2021
306,146,349,2/24/2021,4/30/2021
307,177,711,7/27/2021,6/4/2021
308,237,571,5/19/2021,12/8/2020
309,251,973,4/18/2021,12/18/2020
310,367,551,6/3/2021,4/20/2021
311,220,12,6/17/2021,4/12/2021
312,133,122,4/17/2021,5/9/2021
313,214,314,10/6/2021,12/27/2020
314,396,442,1/13/2021,10/20/2020
315,318,867,11/8/2020,12/31/2020
316,241,899,8/8/2021,4/11/2021
317,48,744,11/24/2020,7/29/2021
318,133,363,7/6/2021,12/3/2020
319,400,545,9/8/2021,5/7/2021
320,370,925,1/10/2021,9/7/2021
321,454,877,3/16/2021,6/29/2021
322,273,121,5/4/2021,1/12/2021
323,92,657,12/26/2020,4/15/2021
324,328,183,3/18/2021,2/16/2021
325,341,338,7/18/2021,3/20/2021
326,198,128,2/17/2021,10/10/2021
327,399,405,12/15/2020,5/3/2021
328,372,142,9/3/2021,1/5/2021
329,439,403,8/5/2021,3/3/2021
330,447,687,4/18/2021,5/6/2021
331,363,946,7/21/2021,4/23/2021
332,304,680,1/9/2021,4/5/2021
333,350,86,1/11/2021,12/29/2020
334,361,886,8/22/2021,6/25/2021
335,334,315,9/13/2021,4/2/2021
336,118,686,9/25/2021,9/8/2021
337,182,377,5/4/2021,2/6/2021
338,411,181,9/7/2021,2/18/2021
339,240,545,4/26/2021,5/12/2021
340,196,415,3/16/2021,8/13/2021
341,36,431,8/2/2021,2/18/2021
342,469,507,7/29/2021,11/14/2020
343,435,173,4/17/2021,12/4/2020
344,8,360,5/20/2021,9/27/2021
345,383,805,6/4/2021,6/6/2021
346,1,148,3/1/2021,12/17/2020
347,315,798,5/15/2021,1/13/2021
348,43,778,3/15/2021,9/16/2021
349,308,434,3/2/2021,1/23/2021
350,35,353,1/31/2021,5/16/2021
351,242,744,4/6/2021,8/10/2021
352,245,722,3/4/2021,3/22/2021
353,230,441,12/22/2020,3/7/2021
354,341,697,1/14/2021,1/18/2021
355,443,528,6/10/2021,5/6/2021
356,446,935,11/19/2020,2/5/2021
357,343,525,9/18/2021,10/28/2020
358,24,41,5/12/2021,5/27/2021
359,85,841,5/8/2021,6/17/2021
360,393,893,3/21/2021,5/5/2021
361,105,306,11/5/2020,6/30/2021
362,384,934,4/21/2021,5/27/2021
363,143,669,7/2/2021,8/25/2021
364,120,692,1/27/2021,7/2/2021
365,338,726,10/25/2020,12/2/2020
366,426,184,11/13/2020,11/25/2020
367,192,213,8/29/2021,2/5/2021
368,337,22,3/14/2021,10/13/2021
369,322,656,5/26/2021,10/24/2020
370,291,159,1/2/2021,3/30/2021
371,457,323,5/10/2021,2/28/2021
372,333,375,3/22/2021,10/25/2020
373,173,652,5/6/2021,5/24/2021
374,199,55,3/1/2021,7/7/2021
375,470,580,7/18/2021,9/1/2021
376,329,162,6/1/2021,11/19/2020
377,164,928,3/19/2021,9/23/2021
378,210,767,4/20/2021,11/25/2020
379,251,374,3/26/2021,11/30/2020
380,354,254,3/31/2021,10/13/2021
381,424,669,9/10/2021,11/23/2020
382,163,875,6/19/2021,9/29/2021
383,17,367,4/22/2021,11/18/2020
384,129,846,7/3/2021,12/2/2020
385,7,554,7/14/2021,3/6/2021
386,355,400,5/10/2021,5/12/2021
387,177,67,10/23/2020,10/7/2021
388,166,826,9/15/2021,1/7/2021
389,216,68,1/22/2021,8/4/2021
390,476,988,6/19/2021,12/13/2020
391,74,883,2/3/2021,1/2/2021
392,54,658,1/28/2021,5/5/2021
393,439,724,2/17/2021,10/19/2020
394,485,386,11/9/2020,10/23/2020
395,115,69,9/13/2021,9/15/2021
396,196,241,10/26/2020,5/29/2021
397,184,316,11/2/2020,5/31/2021
398,56,69,12/16/2020,8/11/2021
399,412,675,6/16/2021,11/14/2020
400,17,717,4/16/2021,4/12/2021
401,129,722,10/9/2021,8/7/2021
402,9,493,8/9/2021,7/1/2021
403,141,710,9/7/2021,3/27/2021
404,434,759,11/23/2020,8/4/2021
405,66,536,12/4/2020,3/20/2021
406,500,880,8/18/2021,12/26/2020
407,126,913,11/20/2020,12/11/2020
408,288,826,2/16/2021,2/24/2021
409,393,887,4/4/2021,1/17/2021
410,249,109,6/21/2021,10/15/2021
411,452,177,4/18/2021,8/8/2021
412,320,265,12/18/2020,6/17/2021
413,410,493,7/25/2021,11/2/2020
414,202,70,12/17/2020,10/22/2020
415,32,382,4/11/2021,12/2/2020
416,15,127,4/19/2021,11/6/2020
417,79,606,8/15/2021,7/20/2021
418,429,536,8/10/2021,2/27/2021
419,132,624,9/15/2021,1/7/2021
420,37,207,3/4/2021,11/12/2020
421,147,845,7/2/2021,6/22/2021
422,105,282,2/17/2021,6/8/2021
423,174,2,4/22/2021,2/19/2021
424,405,757,6/23/2021,5/16/2021
425,262,155,7/1/2021,7/27/2021
426,39,140,1/21/2021,2/19/2021
427,196,368,11/27/2020,7/22/2021
428,61,407,7/21/2021,6/1/2021
429,180,543,6/11/2021,2/22/2021
430,55,437,3/15/2021,1/3/2021
431,166,540,3/12/2021,9/23/2021
432,173,746,7/27/2021,4/22/2021
433,384,665,6/13/2021,12/5/2020
434,31,579,3/20/2021,9/20/2021
435,305,939,10/10/2021,7/14/2021
436,319,849,7/18/2021,6/23/2021
437,493,10,2/23/2021,8/12/2021
438,461,252,4/17/2021,2/2/2021
439,30,642,8/4/2021,12/26/2020
440,421,451,11/28/2020,11/15/2020
441,339,566,12/18/2020,9/13/2021
442,353,307,6/2/2021,6/12/2021
443,253,318,4/13/2021,1/8/2021
444,21,851,4/30/2021,5/5/2021
445,11,256,9/20/2021,10/8/2021
446,314,342,9/20/2021,10/1/2021
447,137,423,5/31/2021,3/8/2021
448,19,441,11/27/2020,10/18/2021
449,257,520,2/8/2021,5/12/2021
450,300,696,1/6/2021,9/8/2021
451,179,912,8/18/2021,12/7/2020
452,348,101,9/19/2021,1/18/2021
453,344,106,7/4/2021,6/2/2021
454,104,640,1/15/2021,10/19/2020
455,254,87,5/25/2021,8/25/2021
456,229,947,12/31/2020,1/29/2021
457,134,402,5/18/2021,4/30/2021
458,329,557,4/27/2021,4/29/2021
459,190,120,10/21/2020,6/15/2021
460,59,820,11/17/2020,9/27/2021
461,378,696,4/5/2021,10/21/2020
462,55,653,4/16/2021,9/6/2021
463,82,918,8/16/2021,7/9/2021
464,435,146,9/11/2021,2/14/2021
465,13,233,6/19/2021,8/27/2021
466,244,89,8/10/2021,10/16/2021
467,477,138,9/4/2021,2/8/2021
468,160,265,2/6/2021,11/21/2020
469,396,319,11/28/2020,10/23/2020
470,98,227,8/19/2021,9/1/2021
471,104,239,4/20/2021,6/16/2021
472,490,429,7/30/2021,6/27/2021
473,59,277,6/24/2021,9/8/2021
474,99,155,5/23/2021,7/21/2021
475,469,258,4/14/2021,3/8/2021
476,229,977,12/27/2020,1/19/2021
477,28,107,1/6/2021,4/18/2021
478,471,649,8/21/2021,9/25/2021
479,16,193,4/20/2021,2/9/2021
480,401,714,5/26/2021,10/10/2021
481,198,85,1/27/2021,6/14/2021
482,137,80,5/15/2021,6/26/2021
483,222,226,1/27/2021,4/13/2021
484,317,574,2/21/2021,12/5/2020
485,259,32,6/16/2021,12/10/2020
486,98,605,9/19/2021,12/19/2020
487,16,386,11/26/2020,6/24/2021
488,431,518,3/21/2021,12/13/2020
489,72,100,12/13/2020,9/10/2021
490,199,631,11/28/2020,4/11/2021
491,471,748,2/2/2021,6/16/2021
492,213,743,7/15/2021,1/22/2021
493,480,262,8/26/2021,11/18/2020
494,9,688,9/27/2021,8/28/2021
495,364,598,11/15/2020,11/22/2020
496,343,50,11/7/2020,6/1/2021
497,160,666,8/23/2021,2/18/2021
498,93,80,9/9/2021,7/3/2021
499,437,890,3/26/2021,3/9/2021
500,457,450,5/5/2021,12/10/2020
501,191,602,3/30/2021,6/28/2021
502,334,331,11/26/2020,2/8/2021
503,212,110,1/7/2021,1/11/2021
504,470,226,1/9/2021,7/10/2021
505,42,403,9/5/2021,1/30/2021
506,281,851,10/27/2020,6/12/2021
507,330,56,6/7/2021,10/30/2020
508,336,56,7/9/2021,11/4/2020
509,157,224,2/14/2021,5/12/2021
510,171,13,5/27/2021,8/2/2021
511,454,306,5/3/2021,6/27/2021
512,44,323,10/21/2020,6/14/2021
513,278,9,5/15/2021,10/31/2020
514,14,181,1/7/2021,8/26/2021
515,311,705,5/18/2021,10/10/2021
516,73,880,6/18/2021,10/21/2020
517,208,105,11/21/2020,1/10/2021
518,325,422,12/20/2020,4/12/2021
519,289,298,1/20/2021,1/28/2021
520,297,640,4/23/2021,4/2/2021
521,293,928,4/10/2021,1/13/2021
522,329,213,1/1/2021,7/18/2021
523,353,663,3/7/2021,5/25/2021
524,472,443,5/19/2021,10/14/2021
525,237,286,10/3/2021,5/11/2021
526,326,46,4/28/2021,10/23/2020
527,18,139,8/29/2021,10/11/2021
528,498,465,8/22/2021,7/4/2021
529,189,243,5/12/2021,5/9/2021
530,165,509,7/1/2021,2/13/2021
531,319,322,6/10/2021,2/17/2021
532,410,630,12/20/2020,7/8/2021
533,370,911,11/20/2020,11/2/2020
534,423,245,5/5/2021,8/5/2021
535,441,180,5/30/2021,8/9/2021
536,224,829,10/5/2021,1/26/2021
537,34,971,5/18/2021,1/15/2021
538,79,693,11/3/2020,7/10/2021
539,266,632,10/11/2021,6/22/2021
540,495,907,10/25/2020,3/4/2021
541,417,436,1/8/2021,3/18/2021
542,59,730,11/2/2020,12/11/2020
543,267,406,5/20/2021,6/17/2021
544,374,199,10/24/2020,1/1/2021
545,314,476,11/2/2020,6/15/2021
546,110,814,10/10/2021,12/14/2020
547,337,995,7/2/2021,2/23/2021
548,190,965,1/15/2021,1/18/2021
549,337,152,10/2/2021,3/25/2021
550,217,347,4/14/2021,7/10/2021
551,131,433,12/4/2020,9/11/2021
552,449,294,12/7/2020,4/8/2021
553,61,37,1/24/2021,1/6/2021
554,101,558,7/13/2021,12/10/2020
555,336,132,11/15/2020,10/23/2020
556,195,871,2/8/2021,12/22/2020
557,484,438,12/29/2020,6/19/2021
558,37,592,12/6/2020,3/4/2021
559,485,924,12/17/2020,10/6/2021
560,116,235,11/15/2020,1/22/2021
561,453,566,6/20/2021,6/2/2021
562,186,648,9/11/2021,6/27/2021
563,81,395,2/21/2021,11/20/2020
564,199,781,3/21/2021,2/10/2021
565,303,641,12/23/2020,8/14/2021
566,500,282,5/4/2021,2/14/2021
567,481,673,10/20/2020,11/4/2020
568,484,421,6/28/2021,9/2/2021
569,272,272,11/1/2020,7/25/2021
570,130,92,8/4/2021,9/15/2021
571,144,680,12/2/2020,5/26/2021
572,267,749,2/13/2021,5/27/2021
573,74,555,1/18/2021,7/14/2021
574,480,399,12/8/2020,9/8/2021
575,148,367,12/25/2020,12/23/2020
576,145,289,1/15/2021,6/1/2021
577,177,142,4/10/2021,6/16/2021
578,396,400,8/7/2021,6/2/2021
579,412,875,5/28/2021,6/4/2021
580,352,238,11/8/2020,7/4/2021
581,373,373,7/20/2021,6/14/2021
582,352,744,3/26/2021,12/7/2020
583,24,5,11/24/2020,4/20/2021
584,335,822,10/31/2020,5/25/2021
585,69,743,2/27/2021,7/26/2021
586,408,313,8/23/2021,9/19/2021
587,473,842,12/12/2020,8/25/2021
588,27,733,6/13/2021,10/17/2021
589,452,122,8/4/2021,7/28/2021
590,471,110,6/21/2021,6/16/2021
591,299,567,10/3/2021,10/31/2020
592,470,514,11/26/2020,10/30/2020
593,258,521,6/14/2021,7/11/2021
594,228,763,9/28/2021,8/8/2021
595,283,34,3/20/2021,3/9/2021
596,104,261,7/26/2021,5/6/2021
597,283,453,10/6/2021,5/18/2021
598,371,953,12/28/2020,6/5/2021
599,57,701,3/7/2021,2/4/2021
600,208,800,12/9/2020,11/22/2020
601,10,20,7/6/2021,1/6/2021
602,90,877,1/15/2021,5/29/2021
603,388,149,1/10/2021,9/12/2021
604,316,103,9/15/2021,12/29/2020
605,307,423,4/16/2021,12/3/2020
606,52,37,5/9/2021,10/22/2020
607,166,191,1/2/2021,10/11/2021
608,214,121,1/23/2021,8/11/2021
609,247,980,6/23/2021,8/21/2021
610,129,747,12/4/2020,2/5/2021
611,292,808,8/22/2021,4/22/2021
612,45,554,7/30/2021,4/17/2021
613,131,279,8/30/2021,4/29/2021
614,244,161,10/21/2020,9/27/2021
615,398,150,8/16/2021,2/12/2021
616,70,326,10/26/2020,7/7/2021
617,275,544,3/31/2021,10/10/2021
618,445,48,12/7/2020,1/10/2021
619,188,460,5/7/2021,9/23/2021
620,440,100,3/21/2021,4/1/2021
621,189,116,6/29/2021,7/13/2021
622,52,144,1/10/2021,11/8/2020
623,243,615,3/2/2021,12/28/2020
624,340,797,3/15/2021,12/19/2020
625,110,960,12/10/2020,4/17/2021
626,76,938,10/3/2021,8/16/2021
627,124,20,11/20/2020,1/28/2021
628,345,255,8/14/2021,2/20/2021
629,235,354,1/21/2021,10/17/2021
630,242,110,1/31/2021,11/10/2020
631,212,190,1/19/2021,3/11/2021
632,30,241,9/1/2021,3/10/2021
633,91,298,2/5/2021,10/27/2020
634,363,359,6/13/2021,11/30/2020
635,144,993,2/23/2021,6/21/2021
636,304,585,3/14/2021,4/12/2021
637,138,955,10/31/2020,12/23/2020
638,224,102,5/12/2021,2/18/2021
639,351,878,12/23/2020,9/27/2021
640,118,587,4/18/2021,8/6/2021
641,99,72,12/23/2020,11/20/2020
642,58,833,12/29/2020,1/19/2021
643,156,116,2/20/2021,6/18/2021
644,204,524,11/30/2020,1/12/2021
645,104,136,7/8/2021,5/20/2021
646,73,923,8/11/2021,5/30/2021
647,79,645,9/29/2021,1/17/2021
648,425,134,6/5/2021,4/17/2021
649,12,876,11/21/2020,1/5/2021
650,247,447,3/7/2021,7/9/2021
651,425,950,10/3/2021,5/15/2021
652,474,728,2/26/2021,9/25/2021
653,75,97,3/27/2021,6/26/2021
654,306,715,7/20/2021,9/7/2021
655,318,558,6/23/2021,1/9/2021
656,500,286,9/11/2021,7/3/2021
657,306,665,11/24/2020,2/12/2021
658,420,538,1/23/2021,8/24/2021
659,178,625,7/22/2021,2/12/2021
660,142,335,5/1/2021,6/30/2021
661,203,932,10/26/2020,6/15/2021
662,436,274,12/27/2020,12/29/2020
663,324,330,5/11/2021,2/22/2021
664,361,514,8/9/2021,10/15/2021
665,297,707,8/12/2021,2/18/2021
666,34,786,10/15/2021,5/27/2021
667,454,230,11/26/2020,5/21/2021
668,318,903,3/21/2021,4/6/2021
669,455,658,8/24/2021,10/20/2020
670,437,458,6/2/2021,1/13/2021
671,79,627,4/25/2021,12/22/2020
672,31,565,10/27/2020,6/15/2021
673,490,658,6/26/2021,12/23/2020
674,160,75,12/27/2020,7/15/2021
675,25,699,5/22/2021,12/27/2020
676,325,747,7/7/2021,3/22/2021
677,325,22,7/7/2021,1/16/2021
678,291,73,8/15/2021,2/16/2021
679,254,519,1/5/2021,4/28/2021
680,200,242,4/29/2021,5/20/2021
681,205,182,4/23/2021,4/8/2021
682,128,322,9/29/2021,6/16/2021
683,468,359,1/8/2021,5/1/2021
684,420,774,3/1/2021,10/7/2021
685,431,29,9/5/2021,6/24/2021
686,473,287,2/25/2021,4/28/2021
687,467,987,7/14/2021,8/14/2021
688,486,921,10/31/2020,9/3/2021
689,233,559,10/2/2021,10/27/2020
690,79,477,10/7/2021,2/6/2021
691,22,469,1/1/2021,5/1/2021
692,54,214,7/3/2021,4/3/2021
693,158,249,12/31/2020,4/21/2021
694,269,634,4/28/2021,11/3/2020
695,500,628,1/6/2021,12/27/2020
696,368,874,9/11/2021,1/26/2021
697,468,952,11/14/2020,5/4/2021
